,name,site,list
2954,TMIGD2_gene,c,['CDHomologue']
2955,TMOD4_gene,c,['actin-capping protein']
2956,TMPO_gene,c,['TMPO']
2957,TMPO_wt_Allele,c,['TP']
2958,TMPRSS13_gene,c,['MSPL']
2959,TMSB10_gene,c,['TB10\t']
2960,TMSB15A_wt_Allele,c,['Tb15']
2961,TMSB4X_wt_Allele,c,['FX']
2962,TMTC1_gene,c,['OLF']
2963,TMX1_gene,c,['TMX']
2964,TNC_gene,c,['HXB']
2965,TNC_wt_Allele,c,['GP']
2966,TNF_gene,c,['DIF']
2967,TNFAIP1_gene,c,"['B61', 'B12']"
2968,TNFRSF10A_gene,c,['APO2']
2969,TNFRSF10A_wt_Allele,c,['APO2']
2970,TNFRSF10B_gene,c,['KILLER']
2971,TNFRSF10B_wt_Allele,c,['KILLER']
2972,TNFRSF10C_gene,c,['LIT']
2973,TNFRSF11A_gene,c,['FEO']
2974,TNFRSF11A_wt_Allele,c,['FEO']
2975,TNFRSF13C_wt_Allele,c,['BR3']
2976,TNFRSF19_gene,c,"['TAJ', 'TROY']"
2977,TNFRSF19_wt_Allele,c,['TRADE']
2978,TNFRSF6B_wt_Allele,c,['TR6']
2979,TNFSF10_gene,d,"['trail','trails','Trail','trailed']"
2980,TNFSF12_gene,c,['TWEAK']
2981,TNFSF13_gene,c,['APRIL gene']
2982,TNFSF13B_wt_Allele,c,['THANK']
2983,TNFSF14_gene,c,['LTg']
2984,TNFSF14_wt_Allele,c,['LIGHT']
2985,TNFSF15_gene,c,['TL1']
2986,TNKS2_gene,c,['TNKL']
2987,TNR_gene,c,['TNR']
2988,TOP3A_wt_Allele,c,['TOP3']
2989,TP53INP2_gene,c,['DOR']
2990,TPD52L2_gene,c,['D54']
2991,TPH1_gene,c,['TPH']
2992,TPK1_gene,c,['PP20']
2993,TPPP3_gene,c,['p20']
2994,TPR_gene,c,['TPR']
2995,TPRG1L_gene,c,['MOVER']
2996,TPSG1_gene,c,['TMT']
2997,TRA_gene,c,['TRA']
2998,TRAC_gene,c,['TRAC']
2999,TRAF3IP2_gene,c,['CIKS']
3000,TRAPPC1_gene,c,['MUM2']
3001,TRAPPC10_gene,c,['TRANSMEMBRANE PROTEIN 1']
3002,TRBV2_gene,c,['T cell receptor beta variable 2']
3003,TREH_gene,c,['TRE']
3004,TRGJ1_gene,c,['J1']
3005,TRGJ2_gene,c,['J2']
3006,TRGJP2_gene,c,['JP2']
3007,TRGV9_gene,c,['V2']
3008,TRIM13_gene,c,['LEU5']
3009,TRIM21_gene,c,['SSA1']
3010,TRIM25_gene,c,['EFP']
3011,TRIM29_wt_Allele,c,['ATDC']
3012,TRIM31_gene,c,['RNF']
3013,TRIM32_gene,c,['HT2A']
3014,TRIM33_gene,c,['ECTO']
3015,TRIM37_gene,c,['MUL']
3016,TRIM46_gene,c,['GENE Y']
3017,TRIM47_gene,c,['GOA']
3018,TRIM67_gene,c,['TNL']
3019,TRIM68_gene,c,['SS-56']
3020,TRIM71_gene,c,['LIN-41']
3021,TRIO_gene,c,"['TRIO', 'TRIO Gene']"
3022,TRIP12_gene,c,['ULF']
3023,TRIT1_gene,c,['IPT']
3024,TRPA1_wt_Allele,c,['FEPS']
3025,TRPV4_wt_Allele,c,['SMAL']
3026,TRRAP_gene,c,['TR-AP']
3027,TRRAP_wt_Allele,c,['TR-AP']
3028,TSACC_gene,c,['SIP']
3029,TSKU_gene,c,['TSK']
3030,TSN_gene,c,['TSN']
3031,TSPAN1_gene,c,['NET-1']
3032,TSPAN12_gene,c,['NET-2']
3033,TSPAN13_gene,c,['NET-6']
3034,TSPAN15_gene,c,['NET-7']
3035,TSPAN2_gene,c,['TETRASPANIN 2']
3036,TSPAN31_gene,c,['SAS']
3037,TSPAN33_gene,c,['PENUMBRA']
3038,TSPAN4_gene,c,['NOVEL ANTIGEN 2']
3039,TSPAN5_gene,c,['NET-4']
3040,TSPAN6_gene,c,['T245']
3041,TSPAN7_gene,c,['A15']
3042,TSPAN9_gene,c,['NET-5']
3043,TSPO_gene,c,"['translocator protein', 'PBR', 'PBS', 'IBP', 'MBR']"
3044,TSPO_wt_Allele,c,"['BPBS', 'DBI']"
3045,TSTD1_gene,c,['KAT']
3046,TTC23_gene,c,['HCC-8']
3047,TTC5_gene,c,['tetratricopeptide repeat domain 5']
3048,TTC8_gene,c,['RP51']
3049,TTL_gene,c,['TTL']
3050,TTLL5_gene,c,['STAMP']
3051,TTN_wt_Allele,c,['TMD']
3052,TTR_gene,c,"['CTS', 'TTR', 'TRANSTHYRETIN']"
3053,TTR_wt_Allele,c,"['CTS', 'CTS1']"
3054,TUB_gene,c,['TUB']
3055,TUBA1B_gene,c,['K-ALPHA-1']
3056,TUBB_gene,c,['M40']
3057,TUBB3_gene,c,['beta-4']
3058,TUBB4A_gene,c,['beta-5']
3059,TUBB4B_gene,c,['Beta2']
3060,TUBGCP4_gene,c,['76P']
3061,TUSC3_gene,c,"['N33', 'Tumor Suppressor Candidate Gene']"
3062,TWNK_gene,c,"['PEO', 'p72']"
3063,TWSG1_gene,c,['TSG']
3064,TXN2_gene,c,['TXN2']
3065,TXN2_gene,d,['SAC/MP6-thioredoxin/IL-2']
3066,TXNDC12_gene,c,['hAG-1']
3067,TXNDC15_gene,c,['BUG']
3068,TXNDC5_gene,c,"['HEPATOCELLULAR CARCINOMA 2', 'HCC2']"
3069,TXNRD3_gene,c,['TGR']
3070,TYK2_gene,c,['TYROSINE KINASE 2']
3071,TYR_gene,c,['TYR']
3072,TYRO3_gene,c,"['Brt', 'Tif', 'Sky', 'Dtk']"
3073,TYRO3_wt_Allele,c,['RSE']
3074,TYRP1_gene,c,"['GLYCOPROTEIN 75', 'GP75', 'b-PROTEIN']"
3075,U2AF1_wt_Allele,c,['RN']
3076,UAP1_gene,c,['ANTIGEN X']
3077,UBA7_gene,c,['D8']
3078,UBASH3A_gene,c,['STS-2']
3079,UBC_gene,c,['UBC']
3080,UBD_gene,c,['UBD']
3081,UBE2S_gene,c,['UBC']
3082,UBE3A_wt_Allele,c,"['E6AP','E6-AP']"
3083,UBL4A_gene,c,['GDX']
3084,UBR5_gene,d,"['EdD,']"
3085,UBR5_gene,c,['EDD']
3086,UBTF_gene,c,['upstream binding transcription factor']
3087,UBTF_gene,d,"['upstream stimulating factor (USF)-binding', 'upstream element for the Ras response element binding factor ']"
3088,UBXN11_gene,c,"['SOCI', 'SOCIUS']"
3089,UBXN8_gene,c,['REPRODUCTION/CHROMOSOME 8']
3090,UCMA_gene,c,['GRP']
3091,UCN_gene,c,"['UCN', 'UI']"
3092,UCN3_gene,c,['SPC']
3093,UEVLD_gene,c,['ATTP']
3094,UGT1A7_wt_Allele,c,['1-7']
3095,UHMK1_gene,c,['KIS']
3096,UMOD_gene,c,['THP']
3097,UMPS_gene,c,['OPRT']
3098,UNK_gene,c,"['UNK', 'UNKEMPT']"
3099,UQCC2_gene,c,['M19']
3100,USE1_gene,c,"['p31', 'D12']"
3101,USH1G_gene,c,['SANS']
3102,USH2A_gene,c,['US2']
3103,USP14_gene,c,['TGT']
3104,USP6_gene,c,['Tre-2']
3105,USP6_wt_Allele,c,['HRP1']
3106,USP9X_wt_Allele,c,['FAM']
3107,UST_gene,c,['UST']
3108,UTP25_gene,c,['DEF']
3109,UTS2_gene,c,['U-II']
3110,UTS2B_gene,c,['U2B']
3111,UTY_gene,c,['UTY']
3112,VAMP3_gene,c,['CEB']
3113,VASH1_wt_Allele,c,['VASH']
3114,VASP_gene,c,['VASP']
3115,VCL_wt_Allele,c,['MV']
3116,VCP_gene,d,"['(vCP', 'HIV-2/vcp', 'HIV-2/vcp,', 'vCP']"
3117,VCX3B_gene,d,"['vCXC-1,', 'vCXC-1']"
3118,VDAC2_wt_Allele,c,['POR']
3119,VEGFB_gene,c,['VRF']
3120,VEGFC_gene,c,['VRP']
3121,VENTXP1_gene,c,['CT18']
3122,VEPH1_gene,c,['MELT']
3123,VGF_gene,c,['VGF']
3124,VHLL_gene,c,['VLP']
3125,VIL1_gene,c,"['VILLIN', 'VIL']"
3126,VILL_gene,c,['VILL']
3127,VIM_gene,d,"['MCV', 'MCV.', 'MCV,', 'AMCV', 'AMCV-positive']"
3128,VIM_gene,c,"['MCV','mutated citrullinated vimentin']"
3129,VIPR1_gene,c,['HVR1']
3130,VIPR1_wt_Allele,c,['II']
3131,VIS1_gene,c,"['HIS-1', 'Virus Integration SITE 1']"
3132,VIT_gene,c,['VIT']
3133,VOPP1_gene,c,['ECOP']
3134,VPS29_gene,c,"['PEP11', 'RETROMER PROTEIN\t']"
3135,VPS54_gene,c,['WR']
3136,VPS72_gene,c,"['YL1', 'YL-1']"
3137,VSIG2_gene,c,['CTH']
3138,VSIR_gene,d,"['vista', 'vistas', 'vistas.', 'Vista,']"
3139,VSIR_wt_Allele,d,"['Boa Vista', 'La Vista', 'in Vista', 'Project VISTA']"
3140,VTN_gene,c,['VN']
3141,VTN_wt_Allele,c,"['VN', 'VNT', 'V75']"
3142,VTRNA1_1_gene,c,"['vRNA', 'HVG1', 'VR1']"
3143,VTRNA1_2_gene,c,['VR2']
3144,VTRNA1_3_gene,c,['HVG3']
3145,VTRNA2_1_gene,c,"['WARP', 'CBL-3']"
3146,WAPL_gene,c,['FOE']
3147,WAS_gene,c,"['WAS', 'WAS PROTEIN']"
3148,WASF1_gene,c,['WAVE']
3149,WBP2NL_gene,c,['PAWP']
3150,WDHD1_gene,c,['AND1']
3151,WDR20_gene,c,['DMR']
3152,WDR5_wt_Allele,c,['BIG-3']
3153,WFDC2_wt_Allele,c,['HE4']
3154,WIPF2_gene,c,['WICH']
3155,WISP3_wt_Allele,c,['PPD']
3156,WLS_gene,c,"['EVI', 'WLS']"
3157,WNK1_gene,c,['PSK']
3158,WNT1_gene,c,['INT1']
3159,WNT10A_wt_Allele,c,['SSPS']
3160,WNT2_gene,c,"['secreted growth factor', 'secreted Mitogen']"
3161,WRB_gene,c,['WRB']
3162,WT1_wt_Allele,c,['GUD']
3163,XCL1_gene,c,['LTN']
3164,XDH_wt_Allele,c,['XD']
3165,XG_gene,c,['XG']
3166,XIAP_gene,c,['MIHA']
3167,XIRP1_gene,c,['XIN']
3168,XK_wt_Allele,c,['KX']
3169,XM_gene,c,['XM']
3170,XPR1_gene,c,"['X RECEPTOR', 'X3']"
3171,XRN1_gene,d,"['(Sep 1,', 'Sep']"
3172,XS_gene,c,['XS']
3173,XYLT2_gene,c,['XT2']
3174,YAP1_gene,c,['YAP']
3175,YARS2_gene,c,['CGI-04']
3176,YBX1_gene,c,['BP-8']
3177,YBX2_gene,c,['DNA-BINDING PROTEIN C']
3178,YBX3_gene,c,['CSDA']
3179,YES1_gene,c,['c-yes']
3180,YES1_wt_Allele,c,['Yes']
3181,YLPM1_gene,c,['ZAP']
3182,YME1L1_gene,c,['PAMP']
3183,YWHAB_gene,c,"['14-3-alpha', '14-3-beta']"
3184,YWHAE_gene,c,['14-3-epsilon']
3185,YWHAQ_gene,c,['14-3-3']
3186,YWHAQ_wt_Allele,c,['1C5']
3187,ZACN_gene,c,['L2']
3188,ZBP1_gene,d,"['Dai', '(Dai', 'Chiron-Dai-ichi']"
3189,ZBP1_gene,c,['DAI']
3190,ZBTB12_gene,c,['G10']
3191,ZBTB20_gene,c,['HOF']
3192,ZBTB22_gene,c,['fruitless']
3193,ZBTB32_gene,c,['ROG']
3194,ZBTB6_gene,c,['ZID']
3195,ZEB1_wt_Allele,c,['DELTAEF1']
3196,ZFHX2_gene,c,['zinc finger Homeodomain 2']
3197,ZFP90_gene,c,['FIK']
3198,ZFPL1_gene,c,['zinc finger protein like 1']
3199,ZFR_gene,c,['ZINC FINGER RNA-BINDING PROTEIN']
3200,ZFYVE9_wt_Allele,c,['SARA']
3201,ZHX2_gene,c,['RAF']
3202,ZIC3_gene,c,['HTX']
3203,ZIC3_wt_Allele,c,['HTX']
3204,ZIC5_gene,c,['OPR']
3205,ZMPSTE24_gene,c,"['PRO1', 'FACE-1']"
3206,ZMYM2_wt_Allele,c,['FIM']
3207,ZMYM3_wt_Allele,c,['MYM']
3208,ZMYND10_gene,c,['BLU']
3209,ZNF1_gene,c,['ZINC FINGER PROTEIN 1']
3210,ZNF143_gene,c,['STAF']
3211,ZNF146_gene,c,['ONLY ZINC FINGERS']
3212,ZNF160_gene,c,['F11']
3213,ZNF2_gene,c,"['A1-5', 'ZINC FINGER PROTEIN 2']"
3214,ZNF3_gene,c,['HF.12']
3215,ZNF35_gene,c,"['HF.10', 'HF10']"
3216,ZNF354A_gene,c,['KID-1']
3217,ZNF382_gene,c,['KS1']
3218,ZNF395_gene,c,['PRF-1']
3219,ZNF398_gene,c,['P71']
3220,ZNF410_gene,c,['APA1']
3221,ZNF451_gene,c,['COASTER']
3222,ZNF597_gene,c,['HIT-4']
3223,ZNF675_gene,c,['TIZ']
3224,ZNF683_gene,c,['HOBIT']
3225,ZNF699_gene,c,['HANG']
3226,ZNF717_gene,c,['X17']
3227,ZNF79_gene,c,['pT7']
3228,ZNF799_gene,c,['HIT-40']
3229,ZNF85_gene,c,['ZINC FINGER PROTEIN 85']
3230,ZNHIT2_gene,c,['FON']
3231,ZSWIM2_gene,c,['MEX']
3232,CDKN2A_wt_Allele,c,"['P16','P19','INK4','P14']"
3233,PPFIBP1 ,c,['L2']
3234,MRTFA_gene,c,['MKL']
3235,MT1E_gene,c,['MTD']
